using CUDA on GPU 0...	
loading data files...	
cutting off end of data so that the batches/sequences divide evenly	
reshaping tensor...	
data load done. Number of data batches in train: 423, val: 23, test: 0	
vocab size: 65	
creating an lstm with 2 layers	
Drawed the graph	
setting forget gate biases to 1 in LSTM layer 1	
setting forget gate biases to 1 in LSTM layer 2	
number of parameters in the model: 240321	
cloning rnn	
cloning criterion	
1/21150 (epoch 0.002), train_loss = 4.16541388, grad/param norm = 5.4285e-01, time/batch = 0.3735s	
2412/21150 (epoch 5.702), train_loss = 1.88968147, grad/param norm = 8.3749e-02, time/batch = 0.0875s	
2413/21150 (epoch 5.704), train_loss = 1.79864696, grad/param norm = 8.9989e-02, time/batch = 0.0869s	
2414/21150 (epoch 5.707), train_loss = 1.90469161, grad/param norm = 9.3520e-02, time/batch = 0.0875s	
2415/21150 (epoch 5.709), train_loss = 1.78146667, grad/param norm = 8.2870e-02, time/batch = 0.0871s	
2416/21150 (epoch 5.712), train_loss = 1.79567313, grad/param norm = 8.0250e-02, time/batch = 0.0874s	
2417/21150 (epoch 5.714), train_loss = 1.85229514, grad/param norm = 7.8214e-02, time/batch = 0.0865s	
2418/21150 (epoch 5.716), train_loss = 1.78664475, grad/param norm = 7.9838e-02, time/batch = 0.0851s	
2419/21150 (epoch 5.719), train_loss = 1.75889267, grad/param norm = 8.2022e-02, time/batch = 0.0860s	
2420/21150 (epoch 5.721), train_loss = 1.87231955, grad/param norm = 7.8585e-02, time/batch = 0.0878s	
2421/21150 (epoch 5.723), train_loss = 1.83988756, grad/param norm = 7.4829e-02, time/batch = 0.0877s	
2422/21150 (epoch 5.726), train_loss = 1.80305005, grad/param norm = 7.6455e-02, time/batch = 0.0852s	
2423/21150 (epoch 5.728), train_loss = 1.84770358, grad/param norm = 8.2996e-02, time/batch = 0.0871s	
2424/21150 (epoch 5.730), train_loss = 1.90166308, grad/param norm = 9.3847e-02, time/batch = 0.0871s	
2425/21150 (epoch 5.733), train_loss = 1.86023705, grad/param norm = 8.1705e-02, time/batch = 0.0862s	
2426/21150 (epoch 5.735), train_loss = 1.84985158, grad/param norm = 8.3814e-02, time/batch = 0.0886s	
2427/21150 (epoch 5.738), train_loss = 1.91335036, grad/param norm = 8.6860e-02, time/batch = 0.0869s	
2428/21150 (epoch 5.740), train_loss = 1.87827308, grad/param norm = 7.9246e-02, time/batch = 0.0904s	
2429/21150 (epoch 5.742), train_loss = 1.87986105, grad/param norm = 7.6168e-02, time/batch = 0.0875s	
2430/21150 (epoch 5.745), train_loss = 1.76828859, grad/param norm = 7.3591e-02, time/batch = 0.0852s	
2431/21150 (epoch 5.747), train_loss = 1.86428994, grad/param norm = 8.0430e-02, time/batch = 0.0877s	
2432/21150 (epoch 5.749), train_loss = 1.84262865, grad/param norm = 8.4710e-02, time/batch = 0.0889s	
2433/21150 (epoch 5.752), train_loss = 1.85636917, grad/param norm = 9.4435e-02, time/batch = 0.0871s	
2434/21150 (epoch 5.754), train_loss = 1.79534817, grad/param norm = 9.0025e-02, time/batch = 0.0867s	
2435/21150 (epoch 5.757), train_loss = 1.80448190, grad/param norm = 9.6684e-02, time/batch = 0.0848s	
2436/21150 (epoch 5.759), train_loss = 1.80393191, grad/param norm = 8.4627e-02, time/batch = 0.0917s	
2437/21150 (epoch 5.761), train_loss = 1.83586574, grad/param norm = 8.0858e-02, time/batch = 0.0894s	
2438/21150 (epoch 5.764), train_loss = 1.81704195, grad/param norm = 7.6663e-02, time/batch = 0.0856s	
2439/21150 (epoch 5.766), train_loss = 1.79226434, grad/param norm = 7.3097e-02, time/batch = 0.0868s	
2440/21150 (epoch 5.768), train_loss = 1.82492921, grad/param norm = 7.4047e-02, time/batch = 0.0878s	
2441/21150 (epoch 5.771), train_loss = 1.83868844, grad/param norm = 7.5717e-02, time/batch = 0.0877s	
2442/21150 (epoch 5.773), train_loss = 1.80724232, grad/param norm = 8.4204e-02, time/batch = 0.0851s	
2443/21150 (epoch 5.775), train_loss = 1.77401180, grad/param norm = 8.5824e-02, time/batch = 0.0874s	
2444/21150 (epoch 5.778), train_loss = 1.85855698, grad/param norm = 8.5860e-02, time/batch = 0.0841s	
2445/21150 (epoch 5.780), train_loss = 1.80285850, grad/param norm = 8.9961e-02, time/batch = 0.0869s	
2446/21150 (epoch 5.783), train_loss = 1.81778173, grad/param norm = 7.8453e-02, time/batch = 0.0861s	
2447/21150 (epoch 5.785), train_loss = 1.87578577, grad/param norm = 8.5452e-02, time/batch = 0.0853s	
2448/21150 (epoch 5.787), train_loss = 1.79892309, grad/param norm = 8.1031e-02, time/batch = 0.0843s	
2449/21150 (epoch 5.790), train_loss = 1.74152066, grad/param norm = 8.2462e-02, time/batch = 0.0851s	
2450/21150 (epoch 5.792), train_loss = 1.83708140, grad/param norm = 8.8296e-02, time/batch = 0.0846s	
2451/21150 (epoch 5.794), train_loss = 1.82005767, grad/param norm = 8.3803e-02, time/batch = 0.0886s	
2452/21150 (epoch 5.797), train_loss = 1.84347604, grad/param norm = 8.4537e-02, time/batch = 0.0839s	
2453/21150 (epoch 5.799), train_loss = 1.82392672, grad/param norm = 9.0225e-02, time/batch = 0.0849s	
2454/21150 (epoch 5.801), train_loss = 1.93581128, grad/param norm = 8.5330e-02, time/batch = 0.0835s	
2455/21150 (epoch 5.804), train_loss = 1.77678657, grad/param norm = 9.3086e-02, time/batch = 0.0890s	
2456/21150 (epoch 5.806), train_loss = 1.85994635, grad/param norm = 9.9507e-02, time/batch = 0.0842s	
2457/21150 (epoch 5.809), train_loss = 1.78693686, grad/param norm = 1.0006e-01, time/batch = 0.0858s	
2458/21150 (epoch 5.811), train_loss = 1.84734020, grad/param norm = 9.4218e-02, time/batch = 0.0831s	
2459/21150 (epoch 5.813), train_loss = 1.82168114, grad/param norm = 8.7172e-02, time/batch = 0.0827s	
2460/21150 (epoch 5.816), train_loss = 1.74472697, grad/param norm = 7.7921e-02, time/batch = 0.0826s	
2461/21150 (epoch 5.818), train_loss = 1.85953975, grad/param norm = 7.6572e-02, time/batch = 0.0833s	
2462/21150 (epoch 5.820), train_loss = 1.81139306, grad/param norm = 7.6850e-02, time/batch = 0.0842s	
2463/21150 (epoch 5.823), train_loss = 1.87462065, grad/param norm = 7.6429e-02, time/batch = 0.0855s	
2464/21150 (epoch 5.825), train_loss = 1.80326546, grad/param norm = 8.1770e-02, time/batch = 0.0861s	
2465/21150 (epoch 5.827), train_loss = 1.90384531, grad/param norm = 8.3138e-02, time/batch = 0.0850s	
2466/21150 (epoch 5.830), train_loss = 1.89209905, grad/param norm = 7.7244e-02, time/batch = 0.0849s	
2467/21150 (epoch 5.832), train_loss = 1.85456272, grad/param norm = 8.0506e-02, time/batch = 0.0867s	
2468/21150 (epoch 5.835), train_loss = 1.77517168, grad/param norm = 7.8942e-02, time/batch = 0.0883s	
2469/21150 (epoch 5.837), train_loss = 1.76339840, grad/param norm = 8.5053e-02, time/batch = 0.0874s	
2470/21150 (epoch 5.839), train_loss = 1.75172508, grad/param norm = 8.0137e-02, time/batch = 0.0857s	
2471/21150 (epoch 5.842), train_loss = 1.85240903, grad/param norm = 8.7564e-02, time/batch = 0.0854s	
2472/21150 (epoch 5.844), train_loss = 1.87498094, grad/param norm = 8.4041e-02, time/batch = 0.0826s	
2473/21150 (epoch 5.846), train_loss = 1.88038585, grad/param norm = 8.6586e-02, time/batch = 0.0856s	
2474/21150 (epoch 5.849), train_loss = 1.76162863, grad/param norm = 8.1343e-02, time/batch = 0.0846s	
2475/21150 (epoch 5.851), train_loss = 1.80758799, grad/param norm = 8.3346e-02, time/batch = 0.0833s	
2476/21150 (epoch 5.853), train_loss = 1.83962924, grad/param norm = 7.8345e-02, time/batch = 0.0840s	
2477/21150 (epoch 5.856), train_loss = 1.79619681, grad/param norm = 7.9415e-02, time/batch = 0.0837s	
2478/21150 (epoch 5.858), train_loss = 1.81192941, grad/param norm = 7.6745e-02, time/batch = 0.0847s	
2479/21150 (epoch 5.861), train_loss = 1.84968462, grad/param norm = 8.4418e-02, time/batch = 0.0867s	
2480/21150 (epoch 5.863), train_loss = 1.85278458, grad/param norm = 8.3324e-02, time/batch = 0.0875s	
2481/21150 (epoch 5.865), train_loss = 1.81781889, grad/param norm = 9.0601e-02, time/batch = 0.0887s	
2482/21150 (epoch 5.868), train_loss = 1.81588443, grad/param norm = 9.7335e-02, time/batch = 0.0861s	
2483/21150 (epoch 5.870), train_loss = 1.81300730, grad/param norm = 9.4684e-02, time/batch = 0.0837s	
2484/21150 (epoch 5.872), train_loss = 1.83818157, grad/param norm = 9.2869e-02, time/batch = 0.0850s	
2485/21150 (epoch 5.875), train_loss = 1.79571801, grad/param norm = 7.2983e-02, time/batch = 0.0851s	
2486/21150 (epoch 5.877), train_loss = 1.94073624, grad/param norm = 8.0045e-02, time/batch = 0.0845s	
2487/21150 (epoch 5.879), train_loss = 1.78097176, grad/param norm = 8.0567e-02, time/batch = 0.0850s	
2488/21150 (epoch 5.882), train_loss = 1.84266510, grad/param norm = 8.0301e-02, time/batch = 0.0876s	
2489/21150 (epoch 5.884), train_loss = 1.83702911, grad/param norm = 7.7029e-02, time/batch = 0.0864s	
2490/21150 (epoch 5.887), train_loss = 1.82661222, grad/param norm = 8.0917e-02, time/batch = 0.0833s	
2491/21150 (epoch 5.889), train_loss = 1.84018458, grad/param norm = 7.9608e-02, time/batch = 0.0863s	
2492/21150 (epoch 5.891), train_loss = 1.85357055, grad/param norm = 8.3554e-02, time/batch = 0.0880s	
2493/21150 (epoch 5.894), train_loss = 1.82076384, grad/param norm = 7.8171e-02, time/batch = 0.0861s	
2494/21150 (epoch 5.896), train_loss = 1.81827240, grad/param norm = 8.2609e-02, time/batch = 0.0853s	
2495/21150 (epoch 5.898), train_loss = 1.83046500, grad/param norm = 8.6626e-02, time/batch = 0.0862s	
2496/21150 (epoch 5.901), train_loss = 1.84974104, grad/param norm = 9.4953e-02, time/batch = 0.0869s	
2497/21150 (epoch 5.903), train_loss = 1.84363683, grad/param norm = 1.0042e-01, time/batch = 0.0850s	
2498/21150 (epoch 5.905), train_loss = 1.87584806, grad/param norm = 7.6635e-02, time/batch = 0.0855s	
2499/21150 (epoch 5.908), train_loss = 1.85656273, grad/param norm = 8.2652e-02, time/batch = 0.0874s	
2500/21150 (epoch 5.910), train_loss = 1.82167599, grad/param norm = 7.9665e-02, time/batch = 0.0881s	
2501/21150 (epoch 5.913), train_loss = 1.88293187, grad/param norm = 7.6993e-02, time/batch = 0.0877s	
2502/21150 (epoch 5.915), train_loss = 1.83004773, grad/param norm = 7.7744e-02, time/batch = 0.0852s	
2503/21150 (epoch 5.917), train_loss = 1.84961046, grad/param norm = 8.1225e-02, time/batch = 0.0880s	
2504/21150 (epoch 5.920), train_loss = 1.87939581, grad/param norm = 8.1613e-02, time/batch = 0.0874s	
2505/21150 (epoch 5.922), train_loss = 1.82948269, grad/param norm = 1.0002e-01, time/batch = 0.0849s	
2506/21150 (epoch 5.924), train_loss = 1.85162667, grad/param norm = 8.7917e-02, time/batch = 0.0866s	
2507/21150 (epoch 5.927), train_loss = 1.85283614, grad/param norm = 8.3325e-02, time/batch = 0.0921s	
2508/21150 (epoch 5.929), train_loss = 1.86408779, grad/param norm = 7.7262e-02, time/batch = 0.0899s	
2509/21150 (epoch 5.931), train_loss = 1.87042936, grad/param norm = 8.2719e-02, time/batch = 0.0920s	
2510/21150 (epoch 5.934), train_loss = 1.82476804, grad/param norm = 8.5035e-02, time/batch = 0.0867s	
2511/21150 (epoch 5.936), train_loss = 1.86025115, grad/param norm = 9.1370e-02, time/batch = 0.0915s	
2512/21150 (epoch 5.939), train_loss = 1.80634933, grad/param norm = 8.6025e-02, time/batch = 0.0853s	
2513/21150 (epoch 5.941), train_loss = 1.76437081, grad/param norm = 7.7967e-02, time/batch = 0.0853s	
2514/21150 (epoch 5.943), train_loss = 1.83494836, grad/param norm = 8.6912e-02, time/batch = 0.0867s	
2515/21150 (epoch 5.946), train_loss = 1.78752769, grad/param norm = 8.9038e-02, time/batch = 0.0892s	
2516/21150 (epoch 5.948), train_loss = 1.87284837, grad/param norm = 8.8400e-02, time/batch = 0.0857s	
2517/21150 (epoch 5.950), train_loss = 1.85840032, grad/param norm = 8.8551e-02, time/batch = 0.0856s	
2518/21150 (epoch 5.953), train_loss = 1.83551355, grad/param norm = 9.4062e-02, time/batch = 0.0854s	
2519/21150 (epoch 5.955), train_loss = 1.87221925, grad/param norm = 7.7781e-02, time/batch = 0.0858s	
2520/21150 (epoch 5.957), train_loss = 1.84521755, grad/param norm = 8.6129e-02, time/batch = 0.0862s	
2521/21150 (epoch 5.960), train_loss = 1.86204502, grad/param norm = 8.3332e-02, time/batch = 0.0921s	
2522/21150 (epoch 5.962), train_loss = 1.87310786, grad/param norm = 8.2222e-02, time/batch = 0.0898s	
2523/21150 (epoch 5.965), train_loss = 1.82076321, grad/param norm = 8.0538e-02, time/batch = 0.0888s	
2524/21150 (epoch 5.967), train_loss = 1.90649284, grad/param norm = 7.6838e-02, time/batch = 0.0877s	
2525/21150 (epoch 5.969), train_loss = 1.85976123, grad/param norm = 9.1090e-02, time/batch = 0.0875s	
2526/21150 (epoch 5.972), train_loss = 1.88006756, grad/param norm = 8.4214e-02, time/batch = 0.0867s	
2527/21150 (epoch 5.974), train_loss = 1.81308593, grad/param norm = 8.2100e-02, time/batch = 0.0871s	
2528/21150 (epoch 5.976), train_loss = 1.86938122, grad/param norm = 8.3616e-02, time/batch = 0.0887s	
2529/21150 (epoch 5.979), train_loss = 1.79380044, grad/param norm = 9.3249e-02, time/batch = 0.0865s	
2530/21150 (epoch 5.981), train_loss = 1.81038179, grad/param norm = 7.8697e-02, time/batch = 0.0870s	
2531/21150 (epoch 5.983), train_loss = 1.85132735, grad/param norm = 8.5471e-02, time/batch = 0.0859s	
2532/21150 (epoch 5.986), train_loss = 1.82515325, grad/param norm = 7.8081e-02, time/batch = 0.0851s	
2533/21150 (epoch 5.988), train_loss = 1.82425349, grad/param norm = 7.5315e-02, time/batch = 0.0854s	
2534/21150 (epoch 5.991), train_loss = 1.81892384, grad/param norm = 7.8617e-02, time/batch = 0.0885s	
2535/21150 (epoch 5.993), train_loss = 1.86107697, grad/param norm = 8.5179e-02, time/batch = 0.0947s	
2536/21150 (epoch 5.995), train_loss = 1.85145817, grad/param norm = 7.9485e-02, time/batch = 0.0920s	
2537/21150 (epoch 5.998), train_loss = 1.86440075, grad/param norm = 9.2332e-02, time/batch = 0.0883s	
2538/21150 (epoch 6.000), train_loss = 1.89240545, grad/param norm = 9.4603e-02, time/batch = 0.0879s	
2539/21150 (epoch 6.002), train_loss = 2.01337909, grad/param norm = 9.6159e-02, time/batch = 0.0907s	
2540/21150 (epoch 6.005), train_loss = 1.82007914, grad/param norm = 8.0765e-02, time/batch = 0.0853s	
2541/21150 (epoch 6.007), train_loss = 1.81130842, grad/param norm = 7.6817e-02, time/batch = 0.0872s	
2542/21150 (epoch 6.009), train_loss = 1.84306104, grad/param norm = 7.9340e-02, time/batch = 0.0857s	
2543/21150 (epoch 6.012), train_loss = 1.87070237, grad/param norm = 8.9019e-02, time/batch = 0.0854s	
2544/21150 (epoch 6.014), train_loss = 1.86327379, grad/param norm = 9.3686e-02, time/batch = 0.0863s	
2545/21150 (epoch 6.017), train_loss = 1.88393254, grad/param norm = 8.2472e-02, time/batch = 0.0858s	
2546/21150 (epoch 6.019), train_loss = 1.86557825, grad/param norm = 7.9556e-02, time/batch = 0.0857s	
2547/21150 (epoch 6.021), train_loss = 1.81382349, grad/param norm = 8.1807e-02, time/batch = 0.0856s	
2548/21150 (epoch 6.024), train_loss = 1.73937353, grad/param norm = 7.7784e-02, time/batch = 0.0876s	
2549/21150 (epoch 6.026), train_loss = 1.89112212, grad/param norm = 8.3855e-02, time/batch = 0.0942s	
2550/21150 (epoch 6.028), train_loss = 1.80875232, grad/param norm = 8.0901e-02, time/batch = 0.0885s	
2551/21150 (epoch 6.031), train_loss = 1.81515786, grad/param norm = 8.5991e-02, time/batch = 0.0969s	
2552/21150 (epoch 6.033), train_loss = 1.83375833, grad/param norm = 8.6308e-02, time/batch = 0.0915s	
2553/21150 (epoch 6.035), train_loss = 1.80521453, grad/param norm = 8.5323e-02, time/batch = 0.0866s	
2554/21150 (epoch 6.038), train_loss = 1.79597831, grad/param norm = 8.8845e-02, time/batch = 0.0874s	
2555/21150 (epoch 6.040), train_loss = 1.89279846, grad/param norm = 8.5025e-02, time/batch = 0.0878s	
2556/21150 (epoch 6.043), train_loss = 1.81370499, grad/param norm = 8.3047e-02, time/batch = 0.0873s	
2557/21150 (epoch 6.045), train_loss = 1.80259422, grad/param norm = 1.0819e-01, time/batch = 0.0860s	
2558/21150 (epoch 6.047), train_loss = 1.80971673, grad/param norm = 9.2469e-02, time/batch = 0.0853s	
2559/21150 (epoch 6.050), train_loss = 1.77044601, grad/param norm = 7.2105e-02, time/batch = 0.0856s	
2560/21150 (epoch 6.052), train_loss = 1.79466311, grad/param norm = 8.1936e-02, time/batch = 0.0866s	
2561/21150 (epoch 6.054), train_loss = 1.79539670, grad/param norm = 8.5995e-02, time/batch = 0.0871s	
2562/21150 (epoch 6.057), train_loss = 1.80316851, grad/param norm = 7.9193e-02, time/batch = 0.0977s	
2563/21150 (epoch 6.059), train_loss = 1.74855250, grad/param norm = 7.8145e-02, time/batch = 0.0907s	
2564/21150 (epoch 6.061), train_loss = 1.82512451, grad/param norm = 8.7856e-02, time/batch = 0.0883s	
2565/21150 (epoch 6.064), train_loss = 1.76331183, grad/param norm = 8.6321e-02, time/batch = 0.0858s	
2566/21150 (epoch 6.066), train_loss = 1.80943972, grad/param norm = 9.1466e-02, time/batch = 0.0908s	
2567/21150 (epoch 6.069), train_loss = 1.83081939, grad/param norm = 8.3775e-02, time/batch = 0.0874s	
2568/21150 (epoch 6.071), train_loss = 1.81153547, grad/param norm = 8.2360e-02, time/batch = 0.0866s	
2569/21150 (epoch 6.073), train_loss = 1.82893430, grad/param norm = 8.2210e-02, time/batch = 0.0870s	
2570/21150 (epoch 6.076), train_loss = 1.87359295, grad/param norm = 8.8714e-02, time/batch = 0.0857s	
2571/21150 (epoch 6.078), train_loss = 1.78346492, grad/param norm = 9.8189e-02, time/batch = 0.0876s	
2572/21150 (epoch 6.080), train_loss = 1.81481393, grad/param norm = 8.0535e-02, time/batch = 0.0857s	
2573/21150 (epoch 6.083), train_loss = 1.84903187, grad/param norm = 7.9898e-02, time/batch = 0.0862s	
2574/21150 (epoch 6.085), train_loss = 1.81279210, grad/param norm = 7.6938e-02, time/batch = 0.0888s	
2575/21150 (epoch 6.087), train_loss = 1.92145385, grad/param norm = 8.0017e-02, time/batch = 0.0873s	
2576/21150 (epoch 6.090), train_loss = 1.89207971, grad/param norm = 7.9288e-02, time/batch = 0.0949s	
2577/21150 (epoch 6.092), train_loss = 1.83674352, grad/param norm = 8.9629e-02, time/batch = 0.0957s	
2578/21150 (epoch 6.095), train_loss = 1.87824391, grad/param norm = 1.0137e-01, time/batch = 0.0918s	
2579/21150 (epoch 6.097), train_loss = 1.86933717, grad/param norm = 9.2186e-02, time/batch = 0.0882s	
2580/21150 (epoch 6.099), train_loss = 1.88637516, grad/param norm = 8.5687e-02, time/batch = 0.0927s	
2581/21150 (epoch 6.102), train_loss = 1.81439843, grad/param norm = 8.5564e-02, time/batch = 0.0883s	
2582/21150 (epoch 6.104), train_loss = 1.77771590, grad/param norm = 7.1106e-02, time/batch = 0.0867s	
2583/21150 (epoch 6.106), train_loss = 1.86281286, grad/param norm = 8.4872e-02, time/batch = 0.0860s	
2584/21150 (epoch 6.109), train_loss = 1.85762134, grad/param norm = 7.8981e-02, time/batch = 0.0854s	
2585/21150 (epoch 6.111), train_loss = 1.79623800, grad/param norm = 8.8491e-02, time/batch = 0.0866s	
2586/21150 (epoch 6.113), train_loss = 1.78910107, grad/param norm = 8.6430e-02, time/batch = 0.0871s	
2587/21150 (epoch 6.116), train_loss = 1.80946610, grad/param norm = 8.0885e-02, time/batch = 0.0854s	
2588/21150 (epoch 6.118), train_loss = 1.77048695, grad/param norm = 7.9674e-02, time/batch = 0.0866s	
2589/21150 (epoch 6.121), train_loss = 1.80595198, grad/param norm = 8.6014e-02, time/batch = 0.0879s	
2590/21150 (epoch 6.123), train_loss = 1.77592494, grad/param norm = 8.1007e-02, time/batch = 0.0967s	
2591/21150 (epoch 6.125), train_loss = 1.78532566, grad/param norm = 6.9472e-02, time/batch = 0.0967s	
2592/21150 (epoch 6.128), train_loss = 1.83595930, grad/param norm = 8.1639e-02, time/batch = 0.0910s	
2593/21150 (epoch 6.130), train_loss = 1.82947934, grad/param norm = 8.0577e-02, time/batch = 0.0882s	
2594/21150 (epoch 6.132), train_loss = 1.80891339, grad/param norm = 7.9620e-02, time/batch = 0.0864s	
2595/21150 (epoch 6.135), train_loss = 1.78470334, grad/param norm = 7.5777e-02, time/batch = 0.0856s	
2596/21150 (epoch 6.137), train_loss = 1.85168576, grad/param norm = 8.1691e-02, time/batch = 0.0847s	
2597/21150 (epoch 6.139), train_loss = 1.81698514, grad/param norm = 8.1480e-02, time/batch = 0.0870s	
2598/21150 (epoch 6.142), train_loss = 1.80793683, grad/param norm = 8.6126e-02, time/batch = 0.0882s	
2599/21150 (epoch 6.144), train_loss = 1.89583871, grad/param norm = 1.1150e-01, time/batch = 0.0857s	
2600/21150 (epoch 6.147), train_loss = 1.84450282, grad/param norm = 9.3222e-02, time/batch = 0.0868s	
2601/21150 (epoch 6.149), train_loss = 1.82916655, grad/param norm = 7.9482e-02, time/batch = 0.0862s	
2602/21150 (epoch 6.151), train_loss = 1.88011686, grad/param norm = 8.3604e-02, time/batch = 0.0868s	
2603/21150 (epoch 6.154), train_loss = 1.79413623, grad/param norm = 8.4815e-02, time/batch = 0.0986s	
2604/21150 (epoch 6.156), train_loss = 1.84239733, grad/param norm = 7.4081e-02, time/batch = 0.0955s	
2605/21150 (epoch 6.158), train_loss = 1.80560178, grad/param norm = 7.6548e-02, time/batch = 0.0929s	
2606/21150 (epoch 6.161), train_loss = 1.84056131, grad/param norm = 7.9941e-02, time/batch = 0.0875s	
2607/21150 (epoch 6.163), train_loss = 1.87405753, grad/param norm = 8.8306e-02, time/batch = 0.0891s	
2608/21150 (epoch 6.165), train_loss = 1.87146921, grad/param norm = 9.5594e-02, time/batch = 0.0856s	
2609/21150 (epoch 6.168), train_loss = 1.81417121, grad/param norm = 8.3291e-02, time/batch = 0.0875s	
2610/21150 (epoch 6.170), train_loss = 1.79095224, grad/param norm = 8.7532e-02, time/batch = 0.0868s	
2611/21150 (epoch 6.173), train_loss = 1.87436104, grad/param norm = 8.6522e-02, time/batch = 0.0873s	
2612/21150 (epoch 6.175), train_loss = 1.77560079, grad/param norm = 7.2771e-02, time/batch = 0.0845s	
2613/21150 (epoch 6.177), train_loss = 1.79821408, grad/param norm = 7.7945e-02, time/batch = 0.0860s	
2614/21150 (epoch 6.180), train_loss = 1.81238998, grad/param norm = 7.6944e-02, time/batch = 0.0865s	
2615/21150 (epoch 6.182), train_loss = 1.83428258, grad/param norm = 7.9423e-02, time/batch = 0.0857s	
2616/21150 (epoch 6.184), train_loss = 1.85330464, grad/param norm = 8.3215e-02, time/batch = 0.0905s	
2617/21150 (epoch 6.187), train_loss = 1.83550724, grad/param norm = 8.7073e-02, time/batch = 0.0963s	
2618/21150 (epoch 6.189), train_loss = 1.84755366, grad/param norm = 8.0219e-02, time/batch = 0.0943s	
2619/21150 (epoch 6.191), train_loss = 1.84081420, grad/param norm = 7.7011e-02, time/batch = 0.0941s	
2620/21150 (epoch 6.194), train_loss = 1.71051334, grad/param norm = 8.4470e-02, time/batch = 0.0881s	
2621/21150 (epoch 6.196), train_loss = 1.79853324, grad/param norm = 7.8383e-02, time/batch = 0.0883s	
2622/21150 (epoch 6.199), train_loss = 1.81372845, grad/param norm = 7.2636e-02, time/batch = 0.0852s	
2623/21150 (epoch 6.201), train_loss = 1.81861715, grad/param norm = 7.3531e-02, time/batch = 0.0857s	
2624/21150 (epoch 6.203), train_loss = 1.85750122, grad/param norm = 8.4669e-02, time/batch = 0.0862s	
2625/21150 (epoch 6.206), train_loss = 1.80187843, grad/param norm = 7.1390e-02, time/batch = 0.0848s	
2626/21150 (epoch 6.208), train_loss = 1.77471838, grad/param norm = 7.1845e-02, time/batch = 0.0872s	
2627/21150 (epoch 6.210), train_loss = 1.87413146, grad/param norm = 7.7052e-02, time/batch = 0.0846s	
2628/21150 (epoch 6.213), train_loss = 1.80126853, grad/param norm = 7.6521e-02, time/batch = 0.0855s	
2629/21150 (epoch 6.215), train_loss = 1.80145887, grad/param norm = 8.0336e-02, time/batch = 0.0865s	
2630/21150 (epoch 6.217), train_loss = 1.76316374, grad/param norm = 8.3586e-02, time/batch = 0.0861s	
2631/21150 (epoch 6.220), train_loss = 1.83449011, grad/param norm = 9.0467e-02, time/batch = 0.0949s	
2632/21150 (epoch 6.222), train_loss = 1.83526668, grad/param norm = 1.0057e-01, time/batch = 0.0925s	
2633/21150 (epoch 6.225), train_loss = 1.82443725, grad/param norm = 8.7980e-02, time/batch = 0.0910s	
2634/21150 (epoch 6.227), train_loss = 1.86832260, grad/param norm = 8.4922e-02, time/batch = 0.0894s	
2635/21150 (epoch 6.229), train_loss = 1.84520570, grad/param norm = 7.4562e-02, time/batch = 0.0857s	
2636/21150 (epoch 6.232), train_loss = 1.83494199, grad/param norm = 7.2010e-02, time/batch = 0.0871s	
2637/21150 (epoch 6.234), train_loss = 1.75754107, grad/param norm = 7.6096e-02, time/batch = 0.0874s	
2638/21150 (epoch 6.236), train_loss = 1.87493497, grad/param norm = 7.5497e-02, time/batch = 0.0861s	
2639/21150 (epoch 6.239), train_loss = 1.80362375, grad/param norm = 7.8421e-02, time/batch = 0.0854s	
2640/21150 (epoch 6.241), train_loss = 1.82578760, grad/param norm = 7.8189e-02, time/batch = 0.0852s	
2641/21150 (epoch 6.243), train_loss = 1.84688007, grad/param norm = 8.0654e-02, time/batch = 0.0875s	
2642/21150 (epoch 6.246), train_loss = 1.80189855, grad/param norm = 8.3835e-02, time/batch = 0.0868s	
2643/21150 (epoch 6.248), train_loss = 1.84195103, grad/param norm = 8.6008e-02, time/batch = 0.0868s	
2644/21150 (epoch 6.251), train_loss = 1.84344606, grad/param norm = 7.8186e-02, time/batch = 0.0933s	
2645/21150 (epoch 6.253), train_loss = 1.80025085, grad/param norm = 8.1468e-02, time/batch = 0.0970s	
2646/21150 (epoch 6.255), train_loss = 1.78460284, grad/param norm = 8.5008e-02, time/batch = 0.0920s	
2647/21150 (epoch 6.258), train_loss = 1.85926260, grad/param norm = 7.8948e-02, time/batch = 0.0888s	
2648/21150 (epoch 6.260), train_loss = 1.75502263, grad/param norm = 9.0319e-02, time/batch = 0.0862s	
2649/21150 (epoch 6.262), train_loss = 1.75508790, grad/param norm = 8.0607e-02, time/batch = 0.0861s	
2650/21150 (epoch 6.265), train_loss = 1.80268769, grad/param norm = 8.6686e-02, time/batch = 0.0861s	
2651/21150 (epoch 6.267), train_loss = 1.83057608, grad/param norm = 8.8835e-02, time/batch = 0.0879s	
2652/21150 (epoch 6.270), train_loss = 1.82239404, grad/param norm = 8.6351e-02, time/batch = 0.0863s	
2653/21150 (epoch 6.272), train_loss = 1.84841451, grad/param norm = 8.6786e-02, time/batch = 0.0853s	
2654/21150 (epoch 6.274), train_loss = 1.86667225, grad/param norm = 8.2340e-02, time/batch = 0.0849s	
2655/21150 (epoch 6.277), train_loss = 1.83481302, grad/param norm = 8.1504e-02, time/batch = 0.0854s	
2656/21150 (epoch 6.279), train_loss = 1.87762587, grad/param norm = 7.6381e-02, time/batch = 0.0871s	
