using CUDA on GPU 0...	
loading data files...	
cutting off end of data so that the batches/sequences divide evenly	
reshaping tensor...	
data load done. Number of data batches in train: 423, val: 23, test: 0	
vocab size: 65	
creating an lstm with 2 layers	
setting forget gate biases to 1 in LSTM layer 1	
setting forget gate biases to 1 in LSTM layer 2	
number of parameters in the model: 3320385	
cloning rnn	
cloning criterion	
1/21150 (epoch 0.002), train_loss = 4.15876630, grad/param norm = 8.1939e-01, time/batch = 0.7017s	
1911/21150 (epoch 4.518), train_loss = 1.43504320, grad/param norm = 4.1946e-02, time/batch = 0.1404s	
1912/21150 (epoch 4.520), train_loss = 1.47246419, grad/param norm = 4.2953e-02, time/batch = 0.1401s	
1913/21150 (epoch 4.522), train_loss = 1.47728318, grad/param norm = 4.1412e-02, time/batch = 0.1393s	
1914/21150 (epoch 4.525), train_loss = 1.48415380, grad/param norm = 4.0393e-02, time/batch = 0.1420s	
1915/21150 (epoch 4.527), train_loss = 1.46859604, grad/param norm = 4.1271e-02, time/batch = 0.1412s	
1916/21150 (epoch 4.530), train_loss = 1.48901854, grad/param norm = 4.1262e-02, time/batch = 0.1393s	
1917/21150 (epoch 4.532), train_loss = 1.44784562, grad/param norm = 4.0264e-02, time/batch = 0.1401s	
1918/21150 (epoch 4.534), train_loss = 1.43833704, grad/param norm = 3.9363e-02, time/batch = 0.1401s	
1919/21150 (epoch 4.537), train_loss = 1.51138795, grad/param norm = 4.1505e-02, time/batch = 0.1394s	
1920/21150 (epoch 4.539), train_loss = 1.47323737, grad/param norm = 4.1577e-02, time/batch = 0.1405s	
1921/21150 (epoch 4.541), train_loss = 1.49970567, grad/param norm = 4.1789e-02, time/batch = 0.1404s	
1922/21150 (epoch 4.544), train_loss = 1.48770985, grad/param norm = 4.0158e-02, time/batch = 0.1398s	
1923/21150 (epoch 4.546), train_loss = 1.53391044, grad/param norm = 4.2462e-02, time/batch = 0.1409s	
1924/21150 (epoch 4.548), train_loss = 1.47673014, grad/param norm = 3.9237e-02, time/batch = 0.1388s	
1925/21150 (epoch 4.551), train_loss = 1.49350882, grad/param norm = 4.0046e-02, time/batch = 0.1422s	
1926/21150 (epoch 4.553), train_loss = 1.52369196, grad/param norm = 4.0692e-02, time/batch = 0.1407s	
1927/21150 (epoch 4.556), train_loss = 1.52256172, grad/param norm = 4.2338e-02, time/batch = 0.1404s	
1928/21150 (epoch 4.558), train_loss = 1.48729746, grad/param norm = 4.0987e-02, time/batch = 0.1403s	
1929/21150 (epoch 4.560), train_loss = 1.50586651, grad/param norm = 3.9309e-02, time/batch = 0.1432s	
1930/21150 (epoch 4.563), train_loss = 1.44882703, grad/param norm = 4.0359e-02, time/batch = 0.1403s	
1931/21150 (epoch 4.565), train_loss = 1.47130619, grad/param norm = 4.2260e-02, time/batch = 0.1425s	
1932/21150 (epoch 4.567), train_loss = 1.47554509, grad/param norm = 4.0116e-02, time/batch = 0.1393s	
1933/21150 (epoch 4.570), train_loss = 1.49360590, grad/param norm = 4.3000e-02, time/batch = 0.1406s	
1934/21150 (epoch 4.572), train_loss = 1.43879166, grad/param norm = 3.9051e-02, time/batch = 0.1392s	
1935/21150 (epoch 4.574), train_loss = 1.42846757, grad/param norm = 3.8301e-02, time/batch = 0.1399s	
1936/21150 (epoch 4.577), train_loss = 1.48004852, grad/param norm = 3.9929e-02, time/batch = 0.1389s	
1937/21150 (epoch 4.579), train_loss = 1.44232244, grad/param norm = 3.9165e-02, time/batch = 0.1414s	
1938/21150 (epoch 4.582), train_loss = 1.46381649, grad/param norm = 3.9883e-02, time/batch = 0.1407s	
1939/21150 (epoch 4.584), train_loss = 1.48908239, grad/param norm = 4.0376e-02, time/batch = 0.1396s	
1940/21150 (epoch 4.586), train_loss = 1.45653189, grad/param norm = 4.6552e-02, time/batch = 0.1405s	
1941/21150 (epoch 4.589), train_loss = 1.55211444, grad/param norm = 4.7103e-02, time/batch = 0.1394s	
1942/21150 (epoch 4.591), train_loss = 1.44902378, grad/param norm = 4.0579e-02, time/batch = 0.1379s	
1943/21150 (epoch 4.593), train_loss = 1.51201968, grad/param norm = 4.1193e-02, time/batch = 0.1420s	
1944/21150 (epoch 4.596), train_loss = 1.42467477, grad/param norm = 3.9734e-02, time/batch = 0.1398s	
1945/21150 (epoch 4.598), train_loss = 1.51710906, grad/param norm = 3.9673e-02, time/batch = 0.1391s	
1946/21150 (epoch 4.600), train_loss = 1.45440569, grad/param norm = 3.9851e-02, time/batch = 0.1411s	
1947/21150 (epoch 4.603), train_loss = 1.44238004, grad/param norm = 3.9319e-02, time/batch = 0.1404s	
1948/21150 (epoch 4.605), train_loss = 1.48201912, grad/param norm = 4.2789e-02, time/batch = 0.1409s	
1949/21150 (epoch 4.608), train_loss = 1.44097385, grad/param norm = 4.1858e-02, time/batch = 0.1410s	
1950/21150 (epoch 4.610), train_loss = 1.47872562, grad/param norm = 4.1798e-02, time/batch = 0.1394s	
1951/21150 (epoch 4.612), train_loss = 1.47171067, grad/param norm = 4.3691e-02, time/batch = 0.1403s	
1952/21150 (epoch 4.615), train_loss = 1.45741419, grad/param norm = 4.2361e-02, time/batch = 0.1418s	
1953/21150 (epoch 4.617), train_loss = 1.44347777, grad/param norm = 4.1152e-02, time/batch = 0.1398s	
1954/21150 (epoch 4.619), train_loss = 1.44832958, grad/param norm = 3.9575e-02, time/batch = 0.1418s	
1955/21150 (epoch 4.622), train_loss = 1.41774528, grad/param norm = 3.9424e-02, time/batch = 0.1407s	
1956/21150 (epoch 4.624), train_loss = 1.48799676, grad/param norm = 4.1499e-02, time/batch = 0.1399s	
1957/21150 (epoch 4.626), train_loss = 1.42863614, grad/param norm = 3.7321e-02, time/batch = 0.1403s	
1958/21150 (epoch 4.629), train_loss = 1.51029427, grad/param norm = 3.9321e-02, time/batch = 0.1401s	
1959/21150 (epoch 4.631), train_loss = 1.52121552, grad/param norm = 4.0164e-02, time/batch = 0.1406s	
1960/21150 (epoch 4.634), train_loss = 1.48563377, grad/param norm = 3.9659e-02, time/batch = 0.1416s	
1961/21150 (epoch 4.636), train_loss = 1.47436934, grad/param norm = 4.0420e-02, time/batch = 0.1405s	
1962/21150 (epoch 4.638), train_loss = 1.45516849, grad/param norm = 4.0670e-02, time/batch = 0.1399s	
1963/21150 (epoch 4.641), train_loss = 1.46933640, grad/param norm = 3.9553e-02, time/batch = 0.1397s	
1964/21150 (epoch 4.643), train_loss = 1.48184417, grad/param norm = 4.1242e-02, time/batch = 0.1405s	
1965/21150 (epoch 4.645), train_loss = 1.42688087, grad/param norm = 3.9300e-02, time/batch = 0.1393s	
1966/21150 (epoch 4.648), train_loss = 1.53134052, grad/param norm = 4.5231e-02, time/batch = 0.1413s	
1967/21150 (epoch 4.650), train_loss = 1.53738699, grad/param norm = 5.1617e-02, time/batch = 0.1404s	
1968/21150 (epoch 4.652), train_loss = 1.53052841, grad/param norm = 4.4540e-02, time/batch = 0.1389s	
1969/21150 (epoch 4.655), train_loss = 1.49897081, grad/param norm = 4.0101e-02, time/batch = 0.1395s	
1970/21150 (epoch 4.657), train_loss = 1.50618281, grad/param norm = 4.1008e-02, time/batch = 0.1386s	
1971/21150 (epoch 4.660), train_loss = 1.46056774, grad/param norm = 4.1403e-02, time/batch = 0.1416s	
1972/21150 (epoch 4.662), train_loss = 1.48068184, grad/param norm = 4.0277e-02, time/batch = 0.1416s	
1973/21150 (epoch 4.664), train_loss = 1.43455535, grad/param norm = 3.7709e-02, time/batch = 0.1408s	
1974/21150 (epoch 4.667), train_loss = 1.50477755, grad/param norm = 3.9824e-02, time/batch = 0.1404s	
1975/21150 (epoch 4.669), train_loss = 1.44126890, grad/param norm = 3.9959e-02, time/batch = 0.1404s	
1976/21150 (epoch 4.671), train_loss = 1.44013177, grad/param norm = 4.0862e-02, time/batch = 0.1409s	
1977/21150 (epoch 4.674), train_loss = 1.47168522, grad/param norm = 4.0534e-02, time/batch = 0.1397s	
1978/21150 (epoch 4.676), train_loss = 1.43363554, grad/param norm = 3.8315e-02, time/batch = 0.1399s	
1979/21150 (epoch 4.678), train_loss = 1.44939535, grad/param norm = 3.8712e-02, time/batch = 0.1393s	
1980/21150 (epoch 4.681), train_loss = 1.49240818, grad/param norm = 4.0647e-02, time/batch = 0.1397s	
1981/21150 (epoch 4.683), train_loss = 1.50709283, grad/param norm = 4.0619e-02, time/batch = 0.1406s	
1982/21150 (epoch 4.686), train_loss = 1.48370660, grad/param norm = 3.8858e-02, time/batch = 0.1398s	
1983/21150 (epoch 4.688), train_loss = 1.46745147, grad/param norm = 3.8420e-02, time/batch = 0.1421s	
1984/21150 (epoch 4.690), train_loss = 1.44529380, grad/param norm = 3.7583e-02, time/batch = 0.1400s	
1985/21150 (epoch 4.693), train_loss = 1.46092579, grad/param norm = 3.9588e-02, time/batch = 0.1395s	
1986/21150 (epoch 4.695), train_loss = 1.50096997, grad/param norm = 4.0023e-02, time/batch = 0.1407s	
1987/21150 (epoch 4.697), train_loss = 1.47095484, grad/param norm = 3.8560e-02, time/batch = 0.1405s	
1988/21150 (epoch 4.700), train_loss = 1.49321637, grad/param norm = 4.0104e-02, time/batch = 0.1393s	
1989/21150 (epoch 4.702), train_loss = 1.50192672, grad/param norm = 3.9365e-02, time/batch = 0.1409s	
1990/21150 (epoch 4.704), train_loss = 1.44955453, grad/param norm = 4.3769e-02, time/batch = 0.1387s	
1991/21150 (epoch 4.707), train_loss = 1.52452995, grad/param norm = 4.1610e-02, time/batch = 0.1398s	
1992/21150 (epoch 4.709), train_loss = 1.44194910, grad/param norm = 4.0885e-02, time/batch = 0.1417s	
1993/21150 (epoch 4.712), train_loss = 1.42568259, grad/param norm = 4.1574e-02, time/batch = 0.1409s	
1994/21150 (epoch 4.714), train_loss = 1.48996644, grad/param norm = 4.1865e-02, time/batch = 0.1396s	
1995/21150 (epoch 4.716), train_loss = 1.40750892, grad/param norm = 3.9356e-02, time/batch = 0.1409s	
1996/21150 (epoch 4.719), train_loss = 1.41352212, grad/param norm = 4.0701e-02, time/batch = 0.1407s	
1997/21150 (epoch 4.721), train_loss = 1.48013527, grad/param norm = 3.9472e-02, time/batch = 0.1399s	
1998/21150 (epoch 4.723), train_loss = 1.47236471, grad/param norm = 3.9550e-02, time/batch = 0.1397s	
1999/21150 (epoch 4.726), train_loss = 1.42281646, grad/param norm = 3.9170e-02, time/batch = 0.1400s	
evaluating loss over split index 2	
1/23...	
2/23...	
3/23...	
4/23...	
5/23...	
6/23...	
7/23...	
8/23...	
9/23...	
10/23...	
11/23...	
12/23...	
13/23...	
14/23...	
15/23...	
16/23...	
17/23...	
18/23...	
19/23...	
20/23...	
21/23...	
22/23...	
23/23...	
saving checkpoint to cv/lm_lstm_epoch4.73_1.4002.t7	
2000/21150 (epoch 4.728), train_loss = 1.47618255, grad/param norm = 3.8143e-02, time/batch = 0.1395s	
2001/21150 (epoch 4.730), train_loss = 1.68864288, grad/param norm = 4.5038e-02, time/batch = 0.1453s	
2002/21150 (epoch 4.733), train_loss = 1.48250029, grad/param norm = 3.9995e-02, time/batch = 0.1391s	
2003/21150 (epoch 4.735), train_loss = 1.44853137, grad/param norm = 3.9092e-02, time/batch = 0.1424s	
2004/21150 (epoch 4.738), train_loss = 1.52161957, grad/param norm = 3.9507e-02, time/batch = 0.1481s	
2005/21150 (epoch 4.740), train_loss = 1.50595065, grad/param norm = 4.0195e-02, time/batch = 0.1403s	
2006/21150 (epoch 4.742), train_loss = 1.51324821, grad/param norm = 3.9414e-02, time/batch = 0.1430s	
2007/21150 (epoch 4.745), train_loss = 1.45160192, grad/param norm = 3.8815e-02, time/batch = 0.1413s	
2008/21150 (epoch 4.747), train_loss = 1.46924337, grad/param norm = 4.3086e-02, time/batch = 0.1420s	
2009/21150 (epoch 4.749), train_loss = 1.46557133, grad/param norm = 4.1789e-02, time/batch = 0.1387s	
2010/21150 (epoch 4.752), train_loss = 1.47761136, grad/param norm = 4.2228e-02, time/batch = 0.1420s	
2011/21150 (epoch 4.754), train_loss = 1.41717144, grad/param norm = 3.8779e-02, time/batch = 0.1395s	
2012/21150 (epoch 4.757), train_loss = 1.41211554, grad/param norm = 3.9335e-02, time/batch = 0.1398s	
2013/21150 (epoch 4.759), train_loss = 1.41652923, grad/param norm = 3.9060e-02, time/batch = 0.1400s	
2014/21150 (epoch 4.761), train_loss = 1.43439920, grad/param norm = 3.8520e-02, time/batch = 0.1403s	
2015/21150 (epoch 4.764), train_loss = 1.43308346, grad/param norm = 3.8801e-02, time/batch = 0.1391s	
2016/21150 (epoch 4.766), train_loss = 1.42355146, grad/param norm = 4.0888e-02, time/batch = 0.1421s	
2017/21150 (epoch 4.768), train_loss = 1.43616785, grad/param norm = 3.9648e-02, time/batch = 0.1407s	
2018/21150 (epoch 4.771), train_loss = 1.44903959, grad/param norm = 4.0500e-02, time/batch = 0.1389s	
2019/21150 (epoch 4.773), train_loss = 1.45841805, grad/param norm = 3.8321e-02, time/batch = 0.1402s	
2020/21150 (epoch 4.775), train_loss = 1.44460781, grad/param norm = 3.9238e-02, time/batch = 0.1398s	
2021/21150 (epoch 4.778), train_loss = 1.49727344, grad/param norm = 4.0030e-02, time/batch = 0.1387s	
2022/21150 (epoch 4.780), train_loss = 1.43382588, grad/param norm = 3.8656e-02, time/batch = 0.1417s	
2023/21150 (epoch 4.783), train_loss = 1.41597974, grad/param norm = 3.8359e-02, time/batch = 0.1398s	
2024/21150 (epoch 4.785), train_loss = 1.46134941, grad/param norm = 3.9239e-02, time/batch = 0.1396s	
2025/21150 (epoch 4.787), train_loss = 1.43320690, grad/param norm = 3.8008e-02, time/batch = 0.1401s	
2026/21150 (epoch 4.790), train_loss = 1.36123329, grad/param norm = 3.8059e-02, time/batch = 0.1396s	
2027/21150 (epoch 4.792), train_loss = 1.42005085, grad/param norm = 4.1040e-02, time/batch = 0.1400s	
2028/21150 (epoch 4.794), train_loss = 1.43457744, grad/param norm = 3.9488e-02, time/batch = 0.1395s	
2029/21150 (epoch 4.797), train_loss = 1.48154195, grad/param norm = 4.0408e-02, time/batch = 0.1394s	
2030/21150 (epoch 4.799), train_loss = 1.45390128, grad/param norm = 4.0739e-02, time/batch = 0.1407s	
2031/21150 (epoch 4.801), train_loss = 1.55641779, grad/param norm = 4.6761e-02, time/batch = 0.1405s	
2032/21150 (epoch 4.804), train_loss = 1.43983242, grad/param norm = 3.9980e-02, time/batch = 0.1419s	
2033/21150 (epoch 4.806), train_loss = 1.49965350, grad/param norm = 3.9694e-02, time/batch = 0.1419s	
2034/21150 (epoch 4.809), train_loss = 1.41300274, grad/param norm = 3.7225e-02, time/batch = 0.1398s	
2035/21150 (epoch 4.811), train_loss = 1.46984201, grad/param norm = 4.0750e-02, time/batch = 0.1394s	
2036/21150 (epoch 4.813), train_loss = 1.46130104, grad/param norm = 3.9737e-02, time/batch = 0.1395s	
2037/21150 (epoch 4.816), train_loss = 1.39179816, grad/param norm = 3.8666e-02, time/batch = 0.1396s	
2038/21150 (epoch 4.818), train_loss = 1.46188942, grad/param norm = 3.9574e-02, time/batch = 0.1391s	
2039/21150 (epoch 4.820), train_loss = 1.41468660, grad/param norm = 3.7580e-02, time/batch = 0.1411s	
2040/21150 (epoch 4.823), train_loss = 1.49700658, grad/param norm = 4.0955e-02, time/batch = 0.1393s	
2041/21150 (epoch 4.825), train_loss = 1.44405094, grad/param norm = 4.1649e-02, time/batch = 0.1401s	
2042/21150 (epoch 4.827), train_loss = 1.53841963, grad/param norm = 4.3893e-02, time/batch = 0.1400s	
2043/21150 (epoch 4.830), train_loss = 1.46133793, grad/param norm = 4.1833e-02, time/batch = 0.1397s	
2044/21150 (epoch 4.832), train_loss = 1.49232013, grad/param norm = 4.0873e-02, time/batch = 0.1413s	
2045/21150 (epoch 4.835), train_loss = 1.41094716, grad/param norm = 3.8806e-02, time/batch = 0.1402s	
2046/21150 (epoch 4.837), train_loss = 1.43583932, grad/param norm = 3.8820e-02, time/batch = 0.1399s	
2047/21150 (epoch 4.839), train_loss = 1.39869141, grad/param norm = 3.8009e-02, time/batch = 0.1405s	
2048/21150 (epoch 4.842), train_loss = 1.42802835, grad/param norm = 4.0437e-02, time/batch = 0.1411s	
2049/21150 (epoch 4.844), train_loss = 1.49446358, grad/param norm = 4.0979e-02, time/batch = 0.1391s	
2050/21150 (epoch 4.846), train_loss = 1.49915923, grad/param norm = 3.9979e-02, time/batch = 0.1393s	
2051/21150 (epoch 4.849), train_loss = 1.42429969, grad/param norm = 3.9124e-02, time/batch = 0.1402s	
2052/21150 (epoch 4.851), train_loss = 1.45031982, grad/param norm = 4.1262e-02, time/batch = 0.1400s	
2053/21150 (epoch 4.853), train_loss = 1.49841569, grad/param norm = 4.4130e-02, time/batch = 0.1405s	
2054/21150 (epoch 4.856), train_loss = 1.42212925, grad/param norm = 4.4011e-02, time/batch = 0.1409s	
2055/21150 (epoch 4.858), train_loss = 1.41343198, grad/param norm = 3.7437e-02, time/batch = 0.1394s	
2056/21150 (epoch 4.861), train_loss = 1.47041892, grad/param norm = 4.0869e-02, time/batch = 0.1426s	
2057/21150 (epoch 4.863), train_loss = 1.46203437, grad/param norm = 3.9924e-02, time/batch = 0.1392s	
2058/21150 (epoch 4.865), train_loss = 1.42706766, grad/param norm = 4.1603e-02, time/batch = 0.1394s	
2059/21150 (epoch 4.868), train_loss = 1.39246195, grad/param norm = 4.2329e-02, time/batch = 0.1399s	
2060/21150 (epoch 4.870), train_loss = 1.40086981, grad/param norm = 3.7967e-02, time/batch = 0.1399s	
2061/21150 (epoch 4.872), train_loss = 1.42120129, grad/param norm = 4.6038e-02, time/batch = 0.1403s	
2062/21150 (epoch 4.875), train_loss = 1.44398809, grad/param norm = 4.0331e-02, time/batch = 0.1418s	
2063/21150 (epoch 4.877), train_loss = 1.54485114, grad/param norm = 4.1078e-02, time/batch = 0.1408s	
2064/21150 (epoch 4.879), train_loss = 1.41984919, grad/param norm = 4.1693e-02, time/batch = 0.1406s	
2065/21150 (epoch 4.882), train_loss = 1.48963367, grad/param norm = 3.8080e-02, time/batch = 0.1394s	
2066/21150 (epoch 4.884), train_loss = 1.46468897, grad/param norm = 3.7774e-02, time/batch = 0.1401s	
2067/21150 (epoch 4.887), train_loss = 1.45897146, grad/param norm = 3.8136e-02, time/batch = 0.1394s	
2068/21150 (epoch 4.889), train_loss = 1.45273487, grad/param norm = 3.8328e-02, time/batch = 0.1414s	
2069/21150 (epoch 4.891), train_loss = 1.47792103, grad/param norm = 4.0260e-02, time/batch = 0.1404s	
2070/21150 (epoch 4.894), train_loss = 1.41374815, grad/param norm = 3.8472e-02, time/batch = 0.1393s	
2071/21150 (epoch 4.896), train_loss = 1.44270590, grad/param norm = 3.8100e-02, time/batch = 0.1410s	
2072/21150 (epoch 4.898), train_loss = 1.41100329, grad/param norm = 3.7747e-02, time/batch = 0.1399s	
2073/21150 (epoch 4.901), train_loss = 1.46812071, grad/param norm = 3.9998e-02, time/batch = 0.1403s	
2074/21150 (epoch 4.903), train_loss = 1.45660740, grad/param norm = 3.9215e-02, time/batch = 0.1397s	
2075/21150 (epoch 4.905), train_loss = 1.48536730, grad/param norm = 3.8827e-02, time/batch = 0.1402s	
2076/21150 (epoch 4.908), train_loss = 1.45471563, grad/param norm = 3.7543e-02, time/batch = 0.1386s	
2077/21150 (epoch 4.910), train_loss = 1.41702131, grad/param norm = 3.8205e-02, time/batch = 0.1400s	
2078/21150 (epoch 4.913), train_loss = 1.50649486, grad/param norm = 4.0532e-02, time/batch = 0.1406s	
2079/21150 (epoch 4.915), train_loss = 1.44558775, grad/param norm = 4.0119e-02, time/batch = 0.1403s	
2080/21150 (epoch 4.917), train_loss = 1.48367552, grad/param norm = 3.9668e-02, time/batch = 0.1402s	
2081/21150 (epoch 4.920), train_loss = 1.46531001, grad/param norm = 3.8770e-02, time/batch = 0.1404s	
2082/21150 (epoch 4.922), train_loss = 1.41812027, grad/param norm = 4.0050e-02, time/batch = 0.1403s	
2083/21150 (epoch 4.924), train_loss = 1.44640962, grad/param norm = 3.8406e-02, time/batch = 0.1405s	
2084/21150 (epoch 4.927), train_loss = 1.45025620, grad/param norm = 3.9154e-02, time/batch = 0.1390s	
2085/21150 (epoch 4.929), train_loss = 1.45406399, grad/param norm = 4.1690e-02, time/batch = 0.1423s	
2086/21150 (epoch 4.931), train_loss = 1.51882791, grad/param norm = 4.0687e-02, time/batch = 0.1388s	
2087/21150 (epoch 4.934), train_loss = 1.42216532, grad/param norm = 3.8621e-02, time/batch = 0.1407s	
2088/21150 (epoch 4.936), train_loss = 1.48556346, grad/param norm = 4.0639e-02, time/batch = 0.1396s	
2089/21150 (epoch 4.939), train_loss = 1.43848008, grad/param norm = 3.9239e-02, time/batch = 0.1394s	
2090/21150 (epoch 4.941), train_loss = 1.39667232, grad/param norm = 3.8162e-02, time/batch = 0.1396s	
2091/21150 (epoch 4.943), train_loss = 1.45027892, grad/param norm = 3.6727e-02, time/batch = 0.1406s	
2092/21150 (epoch 4.946), train_loss = 1.40295655, grad/param norm = 3.7713e-02, time/batch = 0.1407s	
2093/21150 (epoch 4.948), train_loss = 1.47466369, grad/param norm = 3.9691e-02, time/batch = 0.1394s	
2094/21150 (epoch 4.950), train_loss = 1.48119247, grad/param norm = 4.0524e-02, time/batch = 0.1398s	
2095/21150 (epoch 4.953), train_loss = 1.47449219, grad/param norm = 3.9152e-02, time/batch = 0.1399s	
2096/21150 (epoch 4.955), train_loss = 1.48281762, grad/param norm = 4.0954e-02, time/batch = 0.1393s	
2097/21150 (epoch 4.957), train_loss = 1.42997817, grad/param norm = 3.8121e-02, time/batch = 0.1403s	
2098/21150 (epoch 4.960), train_loss = 1.49014944, grad/param norm = 3.8322e-02, time/batch = 0.1399s	
2099/21150 (epoch 4.962), train_loss = 1.45767711, grad/param norm = 3.9364e-02, time/batch = 0.1396s	
2100/21150 (epoch 4.965), train_loss = 1.44894917, grad/param norm = 3.8140e-02, time/batch = 0.1401s	
2101/21150 (epoch 4.967), train_loss = 1.50758867, grad/param norm = 3.9465e-02, time/batch = 0.1390s	
2102/21150 (epoch 4.969), train_loss = 1.48139597, grad/param norm = 3.8713e-02, time/batch = 0.1411s	
2103/21150 (epoch 4.972), train_loss = 1.47282751, grad/param norm = 3.9066e-02, time/batch = 0.1404s	
2104/21150 (epoch 4.974), train_loss = 1.43677233, grad/param norm = 3.7372e-02, time/batch = 0.1395s	
2105/21150 (epoch 4.976), train_loss = 1.48120448, grad/param norm = 3.8914e-02, time/batch = 0.1408s	
2106/21150 (epoch 4.979), train_loss = 1.38652892, grad/param norm = 3.6855e-02, time/batch = 0.1415s	
2107/21150 (epoch 4.981), train_loss = 1.43028326, grad/param norm = 3.7280e-02, time/batch = 0.1387s	
2108/21150 (epoch 4.983), train_loss = 1.45120561, grad/param norm = 3.9192e-02, time/batch = 0.1399s	
2109/21150 (epoch 4.986), train_loss = 1.45302056, grad/param norm = 3.7359e-02, time/batch = 0.1407s	
2110/21150 (epoch 4.988), train_loss = 1.43375945, grad/param norm = 3.7529e-02, time/batch = 0.1394s	
2111/21150 (epoch 4.991), train_loss = 1.43925553, grad/param norm = 3.7343e-02, time/batch = 0.1417s	
2112/21150 (epoch 4.993), train_loss = 1.47376053, grad/param norm = 3.9498e-02, time/batch = 0.1392s	
2113/21150 (epoch 4.995), train_loss = 1.44600852, grad/param norm = 4.3551e-02, time/batch = 0.1397s	
2114/21150 (epoch 4.998), train_loss = 1.49610253, grad/param norm = 4.4770e-02, time/batch = 0.1404s	
2115/21150 (epoch 5.000), train_loss = 1.51080352, grad/param norm = 4.0852e-02, time/batch = 0.1387s	
2116/21150 (epoch 5.002), train_loss = 1.67132658, grad/param norm = 4.5530e-02, time/batch = 0.1394s	
2117/21150 (epoch 5.005), train_loss = 1.43865528, grad/param norm = 4.4501e-02, time/batch = 0.1388s	
2118/21150 (epoch 5.007), train_loss = 1.46720739, grad/param norm = 4.0788e-02, time/batch = 0.1411s	
2119/21150 (epoch 5.009), train_loss = 1.47089449, grad/param norm = 3.7663e-02, time/batch = 0.1391s	
2120/21150 (epoch 5.012), train_loss = 1.50668950, grad/param norm = 3.8098e-02, time/batch = 0.1413s	
2121/21150 (epoch 5.014), train_loss = 1.41583935, grad/param norm = 3.8517e-02, time/batch = 0.1394s	
2122/21150 (epoch 5.017), train_loss = 1.46732134, grad/param norm = 3.8214e-02, time/batch = 0.1409s	
2123/21150 (epoch 5.019), train_loss = 1.46207278, grad/param norm = 3.7887e-02, time/batch = 0.1403s	
2124/21150 (epoch 5.021), train_loss = 1.39273614, grad/param norm = 4.0171e-02, time/batch = 0.1393s	
2125/21150 (epoch 5.024), train_loss = 1.37238693, grad/param norm = 3.6386e-02, time/batch = 0.1416s	
2126/21150 (epoch 5.026), train_loss = 1.49553054, grad/param norm = 3.9159e-02, time/batch = 0.1397s	
2127/21150 (epoch 5.028), train_loss = 1.38497289, grad/param norm = 3.6880e-02, time/batch = 0.1395s	
2128/21150 (epoch 5.031), train_loss = 1.45097613, grad/param norm = 3.9089e-02, time/batch = 0.1396s	
2129/21150 (epoch 5.033), train_loss = 1.42760621, grad/param norm = 3.8244e-02, time/batch = 0.1394s	
2130/21150 (epoch 5.035), train_loss = 1.42219419, grad/param norm = 3.8033e-02, time/batch = 0.1397s	
2131/21150 (epoch 5.038), train_loss = 1.44796609, grad/param norm = 4.0437e-02, time/batch = 0.1418s	
2132/21150 (epoch 5.040), train_loss = 1.49374312, grad/param norm = 4.3806e-02, time/batch = 0.1386s	
2133/21150 (epoch 5.043), train_loss = 1.41847787, grad/param norm = 3.8402e-02, time/batch = 0.1393s	
2134/21150 (epoch 5.045), train_loss = 1.43612589, grad/param norm = 3.8352e-02, time/batch = 0.1396s	
2135/21150 (epoch 5.047), train_loss = 1.45820914, grad/param norm = 3.9385e-02, time/batch = 0.1403s	
2136/21150 (epoch 5.050), train_loss = 1.38477224, grad/param norm = 3.7344e-02, time/batch = 0.1392s	
2137/21150 (epoch 5.052), train_loss = 1.42595379, grad/param norm = 4.0257e-02, time/batch = 0.1406s	
2138/21150 (epoch 5.054), train_loss = 1.39908711, grad/param norm = 4.0079e-02, time/batch = 0.1397s	
2139/21150 (epoch 5.057), train_loss = 1.38896096, grad/param norm = 3.6372e-02, time/batch = 0.1389s	
2140/21150 (epoch 5.059), train_loss = 1.35656929, grad/param norm = 3.8107e-02, time/batch = 0.1390s	
2141/21150 (epoch 5.061), train_loss = 1.43656192, grad/param norm = 3.9912e-02, time/batch = 0.1402s	
2142/21150 (epoch 5.064), train_loss = 1.41195027, grad/param norm = 3.6991e-02, time/batch = 0.1391s	
2143/21150 (epoch 5.066), train_loss = 1.37960093, grad/param norm = 3.8428e-02, time/batch = 0.1421s	
2144/21150 (epoch 5.069), train_loss = 1.45150906, grad/param norm = 3.8574e-02, time/batch = 0.1404s	
2145/21150 (epoch 5.071), train_loss = 1.44135518, grad/param norm = 3.8489e-02, time/batch = 0.1396s	
2146/21150 (epoch 5.073), train_loss = 1.42285008, grad/param norm = 4.0378e-02, time/batch = 0.1401s	
2147/21150 (epoch 5.076), train_loss = 1.44634241, grad/param norm = 4.3421e-02, time/batch = 0.1402s	
2148/21150 (epoch 5.078), train_loss = 1.44391521, grad/param norm = 4.1107e-02, time/batch = 0.1388s	
2149/21150 (epoch 5.080), train_loss = 1.43717727, grad/param norm = 3.7989e-02, time/batch = 0.1412s	
2150/21150 (epoch 5.083), train_loss = 1.48189764, grad/param norm = 3.8841e-02, time/batch = 0.1406s	
2151/21150 (epoch 5.085), train_loss = 1.40257885, grad/param norm = 3.7039e-02, time/batch = 0.1405s	
2152/21150 (epoch 5.087), train_loss = 1.53632501, grad/param norm = 4.0439e-02, time/batch = 0.1391s	
